time,seconds_elapsed,z,y,x
1725629744974488600,0.022488525390625,-6.677680943632126,-7.181576806464791,0.06256376160648651
1725629744984522500,0.0325224609375,-6.534025921413302,-7.3119859781414265,0.10836415693596936
1725629744994556700,0.042556640625,-6.372456472319364,-7.4525833663553,0.1455539420421701
1725629745004590600,0.052590576171875,-6.210071030667424,-7.588456064134836,0.14398545061643234
1725629745014624500,0.06262451171875,-6.054913786703348,-7.713420998930931,0.1074377536728978
1725629745024658700,0.07265869140625,-5.909975154414773,-7.825578474602103,0.05387114935528952
1725629745034692600,0.082692626953125,-5.778808442369103,-7.923112966158985,-0.006109850907622603
1725629745044726500,0.0927265625,-5.664702755239605,-8.004820943030715,-0.06611862281016073
1725629745054760700,0.1027607421875,-5.568360688337683,-8.071601984405516,-0.11395271592433563
1725629745064794600,0.112794677734375,-5.484792178291082,-8.12823806386292,-0.1384801859973464
1725629745074828500,0.12282861328125,-5.406616467198729,-8.180567386037112,-0.13114874713071623
1725629745084862700,0.13286279296875,-5.33065258693695,-8.230744498613475,-0.09686364309061318
1725629745094896600,0.142896728515625,-5.262142529812455,-8.275129583784937,-0.049613793304911814
1725629745104931600,0.152931640625,-5.210325833335519,-8.308001341295242,0.0033785465117762213
1725629745114965800,0.1629658203125,-5.181748558148741,-8.325616492962837,0.06315065811634994
1725629745124999400,0.17299951171875,-5.1782823433429,-8.327146186748147,0.1200137512626592
1725629745135033600,0.18303369140625,-5.192966117733716,-8.317537815925478,0.14852075595851055
1725629745145067800,0.19306787109375,-5.216802920395136,-8.302612049472332,0.1482705531902611
1725629745155101400,0.203101318359375,-5.246099742028117,-8.284477842366694,0.1274743238011375
1725629745165135600,0.213135498046875,-5.280868273070454,-8.262846440795064,0.09049439118648879
1725629745175169800,0.223169677734375,-5.33427194647789,-8.228878704741597,0.038305717308714515
1725629745185203500,0.233203369140625,-5.410089696267247,-8.179304234233499,0.017366191008361054
1725629745195237600,0.243237548828125,-5.5092514967650175,-8.112650618630648,0.05858400778793729
1725629745205271800,0.253271728515625,-5.633426157966256,-8.025729291024804,0.15020377714200875
1725629745215305500,0.263305419921875,-5.786332408133148,-7.91366767694354,0.2502009416185319
1725629745225339600,0.273339599609375,-5.965280862051248,-7.776745177850127,0.32872024198416616
1725629745235373600,0.28337353515625,-6.157285781419277,-7.622604417452216,0.3925812311938032
1725629745245407500,0.293407470703125,-6.348856401023268,-7.459788767689466,0.4625654525240883
1725629745255442700,0.303442626953125,-6.528218696439266,-7.298218734073639,0.5373602524738759
1725629745265476600,0.3134765625,-6.685977647334337,-7.149349776598811,0.5957243613002822
1725629745275510500,0.323510498046875,-6.818406926661729,-7.021062419381737,0.6199936736274511
1725629745285544700,0.333544677734375,-6.922648222380876,-6.920844387829304,0.5909688738688826
1725629745295578600,0.34357861328125,-6.992871513164043,-6.857524885085224,0.49446043742410833
1725629745305612500,0.353612548828125,-7.033244440084696,-6.8250383275002235,0.3502907071487978
1725629745315646700,0.363646728515625,-7.050049444413185,-6.81473203754127,0.16311214849129319
1725629745325680600,0.3736806640625,-7.04492844813764,-6.821537041381001,-0.077459918372659
1725629745335714600,0.383714599609375,-7.021170555931329,-6.837887872201204,-0.3418258072728291
1725629745345748700,0.393748779296875,-6.987209249618649,-6.855078076454997,-0.5976519683619961
1725629745355782400,0.403782470703125,-6.956058909073471,-6.863247938907146,-0.8242847316600382
1725629745365816600,0.413816650390625,-6.937413829836249,-6.8555369261384005,-1.0219078562360255
1725629745375850800,0.423850830078125,-6.925901086696982,-6.835819249233603,-1.2140282917425036
1725629745385885700,0.4338857421875,-6.905235315287113,-6.81128043578267,-1.4472665542528032
