time,seconds_elapsed,z,y,x
1725892240351492400,0.059492431640625,9.140321731567383,3.5093443393707275,0.5562462210655212
1725892240370340600,0.078340576171875,9.198864936828613,3.3965048789978027,-0.1226254552602768
1725892240389188900,0.09718896484375,9.33947467803955,2.9885973930358887,-0.11355464160442352
1725892240408037000,0.116037109375,9.284543991088867,3.1547489166259766,-0.12327942252159119
1725892240426885400,0.134885498046875,9.259139060974121,3.2064208984375,-0.3969971239566803
1725892240445733600,0.153733642578125,9.194480895996094,3.355501890182495,-0.6103547215461731
1725892240464581600,0.17258154296875,9.13662052154541,3.4770853519439697,-0.7761563658714294
1725892240483430000,0.191429931640625,9.138166427612305,3.4190053939819336,-0.9872675538063049
1725892240502278100,0.210278076171875,9.185053825378418,3.244138240814209,-1.1316947937011719
1725892240521126400,0.22912646484375,9.219250679016113,3.105250358581543,-1.2382349967956543
1725892240539974700,0.247974609375,9.183022499084473,3.1566717624664307,-1.370365023612976
1725892240558823000,0.266822998046875,9.072888374328613,3.3698172569274902,-1.5803148746490479
1725892240577671200,0.285671142578125,9.005313873291016,3.512172222137451,-1.6550992727279663
1725892240596519400,0.30451953125,8.94806957244873,3.653873920440674,-1.6588082313537598
1725892240615367700,0.32336767578125,8.827204704284668,3.942237377166748,-1.6460858583450317
1725892240634215700,0.342215576171875,8.653884887695312,4.308742523193359,-1.6478508710861206
1725892240653064200,0.361064208984375,8.440824508666992,4.710607051849365,-1.6531956195831299
1725892240671912400,0.379912353515625,8.207862854003906,5.083066940307617,-1.721570611000061
1725892240690760700,0.3987607421875,7.745640754699707,5.648227691650391,-2.06711483001709
1725892240709608700,0.417608642578125,7.087155342102051,6.330929756164551,-2.4211432933807373
1725892240728457000,0.43645703125,6.570919990539551,6.847566604614258,-2.470672130584717
1725892240747305200,0.45530517578125,6.085818767547607,7.323727607727051,-2.3443973064422607
1725892240766153500,0.474153564453125,5.671983242034912,7.793301105499268,-1.8064988851547241
1725892240785001700,0.493001708984375,5.123330593109131,8.282522201538086,-1.1496511697769165
1725892240803850000,0.51185009765625,4.48873233795166,8.70355224609375,-0.5194790959358215
1725892240822698200,0.5306982421875,3.804924488067627,9.037811279296875,0.10442189127206802
1725892240841546500,0.54954638671875,3.0807831287384033,9.275392532348633,0.8038973808288574
1725892240860394800,0.568394775390625,2.2210681438446045,9.437053680419922,1.4762308597564697
1725892240879242800,0.58724267578125,1.2753500938415527,9.472576141357422,2.1941235065460205
1725892240898091000,0.606091064453125,0.3255085349082947,9.338120460510254,2.9772372245788574
1725892240916939500,0.624939453125,-0.499885231256485,9.031482696533203,3.7885124683380127
1725892240935787800,0.643787841796875,-1.193091630935669,8.5947265625,4.569200038909912
1725892240954635800,0.6626357421875,-1.764208436012268,8.037359237670898,5.334680080413818
1725892240973484000,0.681484130859375,-2.157395601272583,7.40794563293457,6.052963733673096
1725892240992332300,0.700332275390625,-2.346839427947998,6.779959201812744,6.685424327850342
1725892241011180500,0.7191806640625,-2.32788348197937,6.218837738037109,7.216467380523682
1725892241030028800,0.73802880859375,-2.1626136302948,5.759081840515137,7.637176513671875
1725892241048877000,0.756876953125,-2.0052781105041504,5.408425807952881,7.930838108062744
1725892241067725300,0.775725341796875,-1.9720011949539185,5.172003746032715,8.095183372497559
1725892241086573600,0.794573486328125,-2.12701678276062,4.9850358963012695,8.172858238220215
1725892241105421800,0.813421875,-2.321141242980957,4.754513263702393,8.256954193115234
1725892241124270000,0.83227001953125,-2.3488385677337646,4.531338691711426,8.373787879943848
1725892241143118300,0.851118408203125,-2.334078788757324,4.45387077331543,8.419352531433105
1725892241161966600,0.869966552734375,-2.2290937900543213,4.456619739532471,8.446304321289062
1725892241180814800,0.88881494140625,-2.1151323318481445,4.438066482543945,8.485291481018066
1725892241199663000,0.9076630859375,-2.135453462600708,4.4083967208862305,8.495661735534668
1725892241218511400,0.926511474609375,-2.1769731044769287,4.300022602081299,8.540550231933594
1725892241237359600,0.945359619140625,-2.34277606010437,4.10021448135376,8.594768524169922
1725892241256208000,0.964207763671875,-2.5015621185302734,3.9246156215667725,8.631916046142578
1725892241275056000,0.98305615234375,-2.455946922302246,3.93898344039917,8.638467788696289
1725892241293904400,1.001904296875,-2.2549245357513428,4.172523021697998,8.583457946777344
1725892241312752600,1.020752685546875,-2.053865671157837,4.478145599365234,8.479283332824707
1725892241331601000,1.039600830078125,-2.0341567993164062,4.728546619415283,8.347062110900879
1725892241350449200,1.05844921875,-2.298564910888672,4.826363563537598,8.221508979797363
1725892241369297200,1.077297119140625,-2.533302068710327,4.820863246917725,8.155491828918457
1725892241388145700,1.096145751953125,-2.666741132736206,4.828765869140625,8.108137130737305
1725892241406994000,1.114993896484375,-2.7783219814300537,4.9037675857543945,8.025233268737793
1725892241425842000,1.133842041015625,-2.988677501678467,5.02614164352417,7.8724894523620605
1725892241444690200,1.152690185546875,-3.0998473167419434,5.14916467666626,7.749028205871582
1725892241463538700,1.17153857421875,-2.9970898628234863,5.224405288696289,7.739084243774414
1725892241482387000,1.190386962890625,-2.80466628074646,5.35806941986084,7.7198004722595215
1725892241501235000,1.20923486328125,-2.9695208072662354,5.399845600128174,7.6284990310668945
1725892241520083500,1.22808349609375,-3.2627487182617188,5.441878795623779,7.477353572845459
1725892241538931700,1.246931640625,-3.480867385864258,5.437652587890625,7.381455898284912
1725892241557780000,1.265780029296875,-3.4839370250701904,5.481680393218994,7.3473639488220215
1725892241576675000,1.284675048828125,-3.342466115951538,5.602712154388428,7.321742534637451
